nsim,n_perm,n_1,n_2,n_3,I,g,a,distr,Model,distr_jtz,rho,ZP,pvaldPermPTtest,pvalePermPTtest,pvaldPerm,pvalePerm,pvaldPBstrp,pvalePBstrp,pvaldNPBstrp,pvaleNPBstrp
10000,1000,10,10,5,25,0,1,mixed,Model2,NA,NA,FALSE,14.57,15.98,16.96,19.69,13.05,19.14,22.89,21.11
10000,1000,5,10,10,25,0.5,1,mixed,Model7,NA,NA,FALSE,12.69,15.07,19.99,31.84,14.38,39.72,33.65,44.44
10000,1000,10,10,5,25,0.75,1,mixed,Model5,NA,NA,FALSE,31.64,31.63,36.24,32.49,35.18,30.68,52.2,28.95
10000,1000,10,10,5,25,0.25,1,mixed,Model2,NA,NA,FALSE,15.83,18.81,18.11,22.18,14.09,21.4,24.82,23.43
10000,1000,10,10,5,25,0.25,1,mixed,Model5,NA,NA,FALSE,26.47,20.34,31.89,23.05,28.81,21.86,40.58,23.01
10000,1000,10,10,5,25,0,1,mixed,Model5,NA,NA,FALSE,24.16,17.93,29.53,20.75,26.08,19.62,37.32,21.2
10000,1000,10,10,5,25,0,1,mixed,Model4,NA,NA,FALSE,4.78,5.06,4.46,5.7,3.37,5.39,6.87,5.79
10000,1000,10,10,5,25,0.25,1,mixed,Model4,NA,NA,FALSE,5.03,4.95,4.7,5.82,3.65,5.43,7.35,5.74
10000,1000,10,10,5,25,0.5,1,mixed,Model6,NA,NA,FALSE,36.26,29.2,43.64,33.08,41.33,30.94,56.15,30.11
10000,1000,10,10,5,25,0.75,1,mixed,Model2,NA,NA,FALSE,18.69,31.52,20.58,32.72,17.44,32.23,33.33,31.17
10000,1000,10,10,5,25,0,1,mixed,Model1,NA,NA,FALSE,5.03,5.29,4.82,5.64,3.34,5.1,7.15,5.69
10000,1000,10,10,5,25,0,1,mixed,Model7,NA,NA,FALSE,19.44,44.7,23.71,63.81,19.01,62.49,31.18,64.39
10000,1000,10,10,5,25,0.25,1,mixed,Model7,NA,NA,FALSE,20.57,49.5,24.75,67.89,20.55,66.66,33.21,67.82
10000,1000,10,10,5,25,0.5,1,mixed,Model4,NA,NA,FALSE,4.9,5.04,4.67,5.4,3.97,4.94,7.86,5.03
10000,1000,10,10,5,25,0.75,1,mixed,Model3,NA,NA,FALSE,72.13,84.23,80.75,89.45,73.66,88.54,92.29,84.39
10000,1000,10,10,5,25,0.5,1,mixed,Model2,NA,NA,FALSE,17.19,22.81,19.07,25.59,15.67,24.59,28.53,26.08
10000,1000,10,10,5,25,0,1,mixed,Model6,NA,NA,FALSE,29.54,20.72,38.08,25.52,34.18,24.5,46.24,24.89
10000,1000,10,5,5,25,0,1,mixed,Model5,NA,NA,FALSE,23.83,17.56,29.05,20.23,21.85,17.47,37.61,20.92
10000,1000,10,10,5,25,0.5,1,mixed,Model3,NA,NA,FALSE,64.64,67.88,75.56,79.78,67.3,78.71,85.18,76.16
10000,1000,10,10,5,25,0.25,1,mixed,Model1,NA,NA,FALSE,5.02,5.1,4.92,5.65,3.72,5.23,7.63,5.51
10000,1000,10,10,5,25,0.5,1,mixed,Model7,NA,NA,FALSE,20.95,56.37,24.54,72.5,21.47,71.01,35.55,71.24
10000,1000,10,10,5,25,0.75,1,mixed,Model7,NA,NA,FALSE,19.73,66.4,23.4,78.32,21.34,77.08,38.29,74.55
10000,1000,10,10,5,25,0,1,mixed,Model3,NA,NA,FALSE,50.29,48.25,64.67,64.26,55.09,62.52,72.61,61.91
10000,1000,10,10,5,25,0.75,1,mixed,Model4,NA,NA,FALSE,4.7,5.14,4.72,5.55,4.57,4.9,9.38,4.35
10000,1000,10,10,5,25,0.5,1,mixed,Model1,NA,NA,FALSE,5.09,5.19,4.87,5.76,4,4.91,8.18,5.23
10000,1000,10,10,5,25,0.5,1,mixed,Model5,NA,NA,FALSE,29.31,24.42,34.04,26.5,31.84,24.94,45.38,25.33
10000,1000,10,10,10,25,0.25,1,mixed,Model6,NA,NA,FALSE,32.98,25.01,48.96,35,44.21,34.28,61.03,33.12
10000,1000,10,10,5,25,0.25,1,mixed,Model3,NA,NA,FALSE,56.92,56.33,70.04,71.04,60.63,69.44,78.12,68.38
10000,1000,10,5,5,25,0.75,1,mixed,Model7,NA,NA,FALSE,19.71,65.92,24.02,71.94,18.75,67.91,39.84,68.42
10000,1000,10,10,10,25,0.25,1,mixed,Model4,NA,NA,FALSE,5.38,5.26,5.38,5.49,4,5.42,9.57,5.37
10000,1000,10,10,10,25,0.75,1,mixed,Model5,NA,NA,FALSE,31.27,31.4,42.19,38.98,39.73,37.62,60.33,34.39
10000,1000,10,10,10,25,0.5,1,mixed,Model6,NA,NA,FALSE,36.63,30.18,51.2,39.78,47.47,38.84,65.3,36.31
10000,1000,10,10,10,25,0.75,1,mixed,Model7,NA,NA,FALSE,20.06,65.71,29.8,91.53,26.77,91.67,50,89
10000,1000,10,10,10,25,0.5,1,mixed,Model5,NA,NA,FALSE,28.92,24.43,40.69,32.47,36.84,31.31,54.78,31
10000,1000,10,10,10,25,0,1,mixed,Model4,NA,NA,FALSE,5.32,5.26,5.4,5.49,3.82,5.37,9.06,5.46
10000,1000,10,10,10,25,0,1,mixed,Model6,NA,NA,FALSE,29.59,21.75,46.66,31.66,41.06,30.63,57.6,30.4
10000,1000,10,10,10,25,0.75,1,mixed,Model4,NA,NA,FALSE,5.42,5.32,5.17,5.82,4.93,5.25,12.05,4.53
10000,1000,10,10,10,25,0,1,mixed,Model5,NA,NA,FALSE,23.88,17.74,37.06,25.49,31.92,25.08,47.21,26.38
10000,1000,5,10,10,25,0.5,1,mixed,Model2,NA,NA,FALSE,12.06,11.13,16.05,12.27,10.66,13.91,27.24,16.79
